File Name,Array Size,Actual Comparisons,Estimated Theoretical Comparisons,Sorting Time (ms)
NKE.csv,10792,178959,177600,0.385166
FIS.csv,5599,91896,85132,0.177417
FANG.csv,2752,36724,37824,0.0865
VTR.csv,6640,109271,102687,0.211333
MAS.csv,10972,187979,180906,0.366958
RF.csv,10972,227252,179196,0.395083
ETSY.csv,2124,28338,27895,0.06275
AMCR.csv,2857,55934,39394,0.068959
TAP.csv,12175,196657,204045,0.403709
MAR.csv,6418,104644,98829,0.219083
XYL.csv,3004,40757,41767,0.089333
CMI.csv,12758,217872,213612,0.417375
MTD.csv,6504,108750,100445,0.224208
BF-B.csv,10972,175209,180552,0.378458
KR.csv,15537,289110,268045,0.531167
PLD.csv,6499,107630,100862,0.206916
IBM.csv,15537,268926,264784,0.526167
USB.csv,12708,259366,212968,0.4345
BSX.csv,7894,126479,124446,0.25775
LKQ.csv,5025,74614,74740,0.164375
LIN.csv,7874,124221,123704,0.263
ITW.csv,12744,233478,214708,0.416333
EOG.csv,8557,143078,136878,0.290917
KMB.csv,10972,184870,180771,0.375708
PEAK.csv,9660,187488,156065,0.338792
SPGI.csv,12758,221218,212913,0.437584
NEM.csv,10972,204432,181447,0.381166
WFC.csv,12938,240612,217952,0.424084
CTVA.csv,1090,14275,13099,0.030958
EL.csv,7008,108002,108246,0.23225
GS.csv,6137,119482,93705,0.205458
GD.csv,15537,279599,265953,0.543458
CNP.csv,15537,319691,266659,0.586375
PM.csv,3907,59353,56373,0.129291
MCO.csv,7274,122464,113373,0.24525
CLX.csv,12758,206968,214125,0.444792
CAH.csv,10116,179745,166204,0.342083
PANW.csv,2811,39020,38723,0.084166
MPWR.csv,4741,71254,70170,0.148292
DGX.csv,6735,113291,104119,0.222167
AVB.csv,7435,122531,116301,0.24
DIS.csv,15537,276202,266983,0.559875
CBRE.csv,4854,84928,71908,0.152416
GE.csv,15537,250582,265874,0.509708
HII.csv,3147,41543,43790,0.097458
LDOS.csv,4261,66824,61964,0.134458
ALL.csv,7631,128597,119821,0.258333
ETN.csv,12938,208713,217881,0.43925
ALGN.csv,5697,85901,86565,0.187
NFLX.csv,5370,85670,81032,0.170083
LEN.csv,10972,204778,180421,0.371625
FITB.csv,10972,196143,180944,0.350125
WST.csv,10972,191398,180413,0.341792
GWW.csv,12758,227016,213051,0.426084
TRGP.csv,3219,52026,45026,0.091834
NTRS.csv,10972,180762,179849,0.370958
FICO.csv,9115,167231,145315,0.297584
AXON.csv,5600,90555,84451,0.180792
CVS.csv,12758,237091,213555,0.438708
AOS.csv,10076,191393,163655,0.340875
FE.csv,6508,108064,99538,0.211792
JPM.csv,10972,190672,180736,0.362792
ABT.csv,10972,185579,180714,0.384541
OMC.csv,10972,184610,180356,0.368625
COF.csv,7262,123916,113818,0.234083
TSCO.csv,7450,113859,117283,0.243041
PH.csv,10972,178683,181702,0.381458
HST.csv,10972,215669,180291,0.373042
JBHT.csv,10039,174341,163897,0.340209
MRNA.csv,1205,17244,14521,0.030875
TSLA.csv,3331,50236,46774,0.098375
MOH.csv,5091,88338,75880,0.179125
ATO.csv,10015,192434,163781,0.328542
COP.csv,10519,189368,172534,0.39825
DHR.csv,11278,207366,186976,0.371708
CNC.csv,5480,81367,83046,0.175708
MCK.csv,7266,126573,113604,0.241542
TXT.csv,12758,208471,214517,0.427291
MTB.csv,10972,219618,181229,0.340208
FDS.csv,6853,106617,106050,0.225917
VTRS.csv,10972,185542,181828,0.388791
AKAM.csv,6012,88526,91925,0.194125
ROL.csv,10972,187149,179648,0.377959
RMD.csv,7126,110694,111305,0.259792
WRB.csv,12588,221229,210277,0.414417
GOOGL.csv,4806,74902,70682,0.148291
BRO.csv,10743,196272,177717,0.314291
ANET.csv,2340,33886,31201,0.071292
PAYX.csv,10100,176114,164767,0.347875
ALK.csv,10972,171847,181144,0.364625
DRI.csv,7143,110693,111586,0.231917
ILMN.csv,5824,98442,88009,0.189583
META.csv,2854,39611,39292,0.082416
AAL.csv,4527,79472,66632,0.163542
COR.csv,7167,120694,111785,0.246417
MAA.csv,7464,131438,117150,0.241375
MMC.csv,12758,212551,213783,0.423667
FOXA.csv,1142,14693,13794,0.030291
POOL.csv,7033,113661,109994,0.247625
CZR.csv,2266,34443,30105,0.063791
FFIV.csv,6115,107850,93982,0.20325
CINF.csv,10972,187490,180858,0.386875
VMC.csv,12758,240722,213790,0.416333
MKTX.csv,4751,69668,69935,0.147875
SRE.csv,6350,96901,97505,0.205083
LHX.csv,10519,159048,172425,0.365959
ORLY.csv,7659,119632,120450,0.25125
IVZ.csv,7067,127857,110442,0.238
RCL.csv,7656,122291,120281,0.25175
PXD.csv,6573,101004,101767,0.217833
SNPS.csv,7952,137519,126619,0.273
GOOG.csv,4806,74515,70632,0.146375
EPAM.csv,2924,42346,40417,0.08675
NDSN.csv,10971,190694,179232,0.356833
YUM.csv,6546,110623,101352,0.220834
EQT.csv,10972,210093,181213,0.381125
LYV.csv,4467,72671,65253,0.139375
PFE.csv,12938,213692,218353,0.430583
AVGO.csv,3556,50802,50770,0.106584
DUK.csv,10972,202074,181403,0.371416
REGN.csv,8181,134900,129610,0.263458
CL.csv,12709,238764,211915,0.455333
VFC.csv,10972,185481,180571,0.381125
VZ.csv,10039,211860,163008,0.39425
JCI.csv,9068,151211,145128,0.307833
FSLR.csv,4238,70196,61663,0.156083
AMGN.csv,10149,196450,165578,0.352792
TEL.csv,4097,66415,59692,0.13425
JKHY.csv,9535,168516,154793,0.33125
ADP.csv,10972,186747,179607,0.383042
ON.csv,5885,96705,89972,0.189084
STT.csv,10972,199706,180804,0.379708
RSG.csv,6348,107201,97323,0.216333
IFF.csv,12297,272062,206158,0.495167
CARR.csv,884,12007,10130,0.022875
TRMB.csv,8357,136806,133376,0.286125
QCOM.csv,8002,149852,126893,0.276292
LYB.csv,3374,55959,47656,0.105042
GIS.csv,10972,183237,180230,0.378125
PHM.csv,10972,170891,180344,0.359917
ROST.csv,9607,159051,154672,0.326792
LUV.csv,11024,183690,182790,0.377875
LW.csv,1726,23252,22049,0.049167
MS.csv,7701,123027,122646,0.246541
CPB.csv,12758,238611,214301,0.439334
OKE.csv,10833,273469,178394,0.526375
BK.csv,12708,229316,212005,0.444042
J.csv,10972,190197,180388,0.3565
SYF.csv,2302,33311,30556,0.074583
CHD.csv,10972,193210,181444,0.38825
HWM.csv,1733,25180,22350,0.053583
MHK.csv,7927,124376,125441,0.302625
TFC.csv,10971,269161,180241,0.481125
DAL.csv,4126,61994,60503,0.133417
APA.csv,11184,190066,185219,0.412208
K.csv,12758,209640,213733,0.460083
AFL.csv,10972,178137,182041,0.389167
CSX.csv,10811,181245,178112,0.405125
NI.csv,12758,229472,212735,0.436917
CPT.csv,7597,121624,119412,0.262333
PFG.csv,5516,89324,83144,0.181042
NCLH.csv,2687,44328,36579,0.08525
ZION.csv,10972,210339,182868,0.379375
RJF.csv,10139,176832,165555,0.369459
HBAN.csv,10972,283050,180985,0.515542
UNH.csv,9811,163122,158603,0.4175
PRU.csv,5480,93291,82839,0.184625
GPC.csv,10972,203587,179347,0.376583
WTW.csv,5605,91110,85779,0.178167
WMB.csv,10519,170431,171278,0.34925
EQR.csv,7582,125592,118373,0.244875
DVA.csv,7021,121471,109707,0.255334
AIG.csv,12792,307424,214832,0.461667
MA.csv,4361,84040,63559,0.140291
HON.csv,15537,275356,266936,0.564708
VICI.csv,1440,19430,17847,0.042208
O.csv,7283,138321,114253,0.265208
NWSA.csv,2583,31834,35277,0.07925
TTWO.csv,6654,113066,103097,0.240208
AES.csv,8121,132094,128998,0.282542
SLB.csv,10519,177657,173063,0.353083
TT.csv,10971,171941,179940,0.399625
TGT.csv,12758,225838,214878,0.497792
AAPL.csv,10749,191062,176123,0.383666
MKC.csv,12758,220358,214728,0.461292
OTIS.csv,884,9944,10039,0.023791
CEG.csv,421,4709,4196,0.009792
TDY.csv,5995,93729,91370,0.214875
WY.csv,12708,234335,212312,0.44825
APD.csv,10972,211183,181065,0.395959
GRMN.csv,5731,106671,87409,0.206417
AEE.csv,6472,115443,100151,0.250958
BX.csv,4091,58808,59496,0.129209
HLT.csv,2460,36744,33634,0.089792
DLTR.csv,7187,112393,112413,0.24025
STE.csv,7886,129082,124523,0.318583
HAS.csv,10972,204341,179796,0.395584
TMUS.csv,4136,60161,59954,0.127584
WMT.csv,12878,219179,215011,0.444875
NTAP.csv,7006,138442,109367,0.246875
KIM.csv,8016,144424,127628,0.279375
BAX.csv,10564,172383,173793,0.393875
LMT.csv,11781,190626,197175,0.40975
KEY.csv,9040,195117,145176,0.34825
KEYS.csv,2246,29308,30164,0.064291
BMY.csv,12938,214277,217635,0.440417
PSA.csv,10801,206769,177337,0.367708
WYNN.csv,5262,78858,79634,0.164292
RHI.csv,10972,186514,180479,0.361083
EFX.csv,10972,194438,181823,0.411125
NUE.csv,10972,176143,180641,0.37825
PKG.csv,5950,93060,90732,0.207333
WAB.csv,7116,112357,111051,0.246375
CTSH.csv,6356,98070,98788,0.209875
SWK.csv,10972,179316,181187,0.379542
CRL.csv,5848,85918,89216,0.197792
MU.csv,9907,170153,160522,0.357958
TRV.csv,12065,202425,199929,0.458083
BRK-B.csv,6889,108734,107398,0.20475
L.csv,10972,189280,182275,0.389541
AEP.csv,15537,310160,266111,0.584583
CI.csv,10457,208166,171353,0.415042
DOW.csv,1136,17361,13590,0.037417
CDW.csv,2577,37864,35033,0.088209
BALL.csv,12758,235579,213988,0.447083
JNJ.csv,15537,302600,266548,0.540459
WM.csv,8882,171257,142048,0.317667
DOV.csv,10972,191301,180056,0.394167
CRM.csv,4846,74983,73018,0.15525
PGR.csv,10972,186888,179935,0.371
WAT.csv,7008,108727,108658,0.24825
IEX.csv,8643,146227,138174,0.280125
BWA.csv,7581,122680,119039,0.270416
LRCX.csv,9926,163190,161574,0.33475
BLK.csv,6032,95654,92261,0.187833
PPL.csv,10972,185438,181899,0.368375
