File Count,Total Volume,Actual Comparisons,Estimated Theoretical Comparisons,Sorting Time (ms)
141,1111217,10385791,27148271,16.567
142,1117565,10503587,27335352,17.247292
143,1124009,10557433,27465467,16.900875
144,1126988,10531689,27525831,16.973209
145,1137444,10699775,27748957,17.584666
146,1142086,10654141,27849149,17.209667
147,1146895,10693109,27981808,17.41525
148,1157865,10868643,28207180,18.188583
149,1166320,10884966,28397384,17.925125
150,1176146,10977523,28615829,17.724583
151,1179377,10893788,28688648,17.439
152,1192315,11217716,29072922,18.071584
153,1195828,11114828,29141788,17.898209
154,1205150,11264712,29349293,18.204666
155,1212424,11289527,29531157,18.507459
156,1223396,11424532,29756747,18.365375
157,1233915,11489773,29993607,18.518041
158,1240528,11472370,30138910,19.063542
159,1246843,11510280,30337609,18.637916
160,1262380,11803278,30679312,19.204334
161,1271365,11762521,30873605,19.099834
162,1274848,11695424,30950368,19.363792
163,1285820,11876687,31214164,19.433584
164,1291920,11859075,31353571,19.253625
165,1299802,11938846,31540324,19.746875
166,1315339,12337273,32142024,20.303125
167,1328097,12432520,32411718,20.774916
168,1337732,12454347,32612237,20.747334
169,1348566,12537658,32863781,20.197
170,1350237,12434116,32898649,19.926959
171,1365774,12739698,33240460,21.175208
172,1370348,12609288,33344644,20.267042
173,1385885,12915998,33736685,21.283292
174,1396857,12925263,33983669,20.943292
175,1409615,13052733,34294742,21.287083
176,1420934,13109110,34539597,21.745458
177,1423003,12973866,34585466,20.900916
178,1435761,13234250,34887826,21.707083
179,1441765,13167589,35026933,21.632667
180,1447276,13276773,35262392,22.095917
181,1460214,13493316,35550951,22.026917
182,1469672,13492635,35757832,22.031375
183,1476532,13510252,35937921,21.957959
184,1486637,13644501,36157783,22.125584
185,1497622,13730141,36415408,22.461292
186,1508594,13811661,36730409,23.223084
187,1510896,13733432,36777374,22.208
188,1521868,13935951,37021885,22.956792
189,1531742,13979722,37253397,23.616458
190,1539287,14000490,37431900,23.181208
191,1552225,14180144,37754577,23.747292
192,1557804,14104232,37897144,23.403292
193,1564257,14166724,38047220,23.414959
194,1570167,14191323,38193599,23.793583
195,1574611,14552801,38811412,23.328291
196,1578492,14709276,38885871,23.843166
197,1588743,14862246,39094724,24.170542
198,1599715,14941303,39334654,24.811625
199,1615252,15135737,39687477,24.774625
200,1626224,15144489,39933355,24.603166
201,1635337,15182095,40134976,24.865875
202,1642787,15195043,40352810,25.395
203,1655545,15417329,40635386,25.476958
204,1663076,15384481,40801745,25.3435
205,1675834,15553435,41106353,25.439333
206,1684401,15550778,41294626,25.23325
207,1697339,15711230,41601573,25.653709
208,1704835,15733068,41898527,26.379916
209,1715807,15889634,42125947,25.947917
210,1726636,15964375,42368996,26.560542
211,1731980,15922989,42488322,26.688083
212,1738461,15986092,42659125,26.527666
213,1751219,16186221,42940443,27.125042
214,1766693,16322018,43303293,27.598458
215,1769997,16159816,43443980,26.391667
216,1782062,16424841,43706639,26.975083
217,1788764,16381122,43863428,27.480458
218,1790902,16327868,43912281,27.305625
219,1792978,16339924,43957925,27.094458
220,1800702,16479480,44140494,26.946292
221,1808766,16551577,44349903,27.139459
222,1814973,16550571,44496647,27.343833
223,1821498,16613868,44656829,27.934417
224,1829458,16697937,44849983,27.92
225,1837582,16905724,45291912,27.827333
226,1850291,17116808,45561434,28.303792
227,1861263,17167166,45810917,28.498875
228,1871852,17243173,46069586,28.587542
229,1879300,17255488,46236621,28.583291
230,1889818,17366260,46480348,28.814292
231,1900737,17469787,46800070,28.994
232,1903415,17390233,46852093,28.58275
233,1914875,17597386,47105252,29.378625
234,1918361,17492797,47195878,28.80375
235,1929333,17701383,47448207,29.552625
236,1936322,17667931,47632371,29.576583
237,1949080,17867281,47929462,30.0735
238,1960052,17906272,48201012,29.938708
239,1967575,17959349,48505942,30.224375
240,1976647,18080747,48704449,30.162833
241,1983665,18108488,48873658,30.022667
242,1991846,18188236,49058588,30.669417
243,2004784,18345201,49379360,30.992458
244,2006779,18192081,49426071,29.996959
245,2010876,18247392,49522680,30.544459
246,2021848,18440047,49791562,31.275417
247,2032820,18524727,50117539,31.058
248,2043339,18615046,50356333,31.589125
249,2056047,18739933,50663324,31.241208
250,2061622,18659933,50803055,31.017083
251,2066855,18684794,50955571,31.181292
252,2082392,18972041,51341159,32.448917
253,2086927,18832062,51452786,31.421959
254,2102464,21159313,53898480,34.577875
255,2113436,21141958,54111682,33.951125
256,2126374,21263403,54379961,34.307208
257,2139132,21338628,54663939,34.248125
258,2143623,21273900,54752401,33.977042
259,2153704,21412460,54967831,34.397417
260,2164345,21500748,55255272,34.53875
261,2173534,21579453,55435924,35.538917
262,2181030,21605465,55601607,34.512375
263,2187137,21629516,55724201,34.350416
264,2197656,21762796,55976787,35.264083
265,2206167,21808035,56154762,35.458708
266,2211152,21787766,56261868,34.811709
267,2221566,21934511,56499080,35.275167
268,2232358,22121351,56853786,35.677292
269,2237957,22079907,56966854,35.998958
270,2240709,22059065,57023107,35.421125
271,2247349,22152848,57166184,35.578583
272,2258321,22293803,57398174,36.093834
273,2269293,22389134,57657329,36.010959
274,2271417,22269541,57699386,35.629541
275,2274274,22286873,57760354,36.3915
276,2286449,22514972,58035418,36.762583
277,2292867,22475813,58178319,36.560416
278,2295871,22431115,58302635,36.108542
279,2308629,22715257,58569569,37.256875
280,2315133,22657746,58718293,36.628208
281,2326105,22808754,58962130,36.817583
282,2341642,22996174,59330228,37.999459
283,2348141,22893560,59487871,36.918083
284,2363678,23346798,60089533,38.7275
285,2376386,23405392,60359125,37.812875
286,2384280,23392890,60522556,37.634417
287,2389305,23383951,60628086,37.76425
288,2397179,23467658,60817148,38.040125
289,2409923,23651372,61101534,38.226792
290,2418480,23648620,61286294,37.301834
291,2429452,23751240,61584545,38.841167
292,2439112,23837689,61787235,38.457917
293,2451870,23967897,62076411,38.9765
294,2462842,24029951,62344762,39.012708
295,2475780,24152102,62643298,38.3515
296,2476870,23978993,62666962,38.712458
297,2483878,24119102,62829854,38.688459
298,2490015,24144016,62969757,38.557916
299,2505552,24424777,63424471,39.874208
300,2521089,24597069,63773875,39.067417
301,2524996,24437087,63887838,39.473625
302,2532270,24560567,64048893,39.386959
303,2545028,24735376,64342924,39.260667
304,2555144,24761700,64577004,39.441917
305,2557955,24690344,64699050,39.109292
306,2562696,24767581,64799316,39.215583
307,2569431,24839718,64951152,39.651792
308,2576866,24898795,65129120,39.384625
309,2592403,25146429,65511866,40.951041
310,2597257,25013623,65627948,39.699208
311,2612794,25295634,66000130,41.636542
312,2615941,25104890,66078080,39.640333
313,2620202,25156274,66181623,40.582083
314,2627833,25668818,66853486,40.965292
315,2640771,25901277,67125440,41.867583
316,2646468,25845770,67248432,41.094625
317,2651838,25870214,67360909,40.742166
318,2662810,26020342,67621019,41.441625
319,2673782,26114902,67862077,42.203333
320,2684754,26192941,68104393,41.56425
321,2697512,26285648,68434907,42.490125
322,2700731,26222299,68502114,42.264042
323,2711703,26411823,68755294,42.154708
324,2720818,26451844,68982255,42.107667
325,2726418,26447728,69099161,42.620416
326,2739176,26640799,69396238,42.596292
327,2749252,26672670,69629217,43.075916
328,2755760,26765623,69895603,43.496959
329,2766732,26885072,70127611,43.033
330,2777704,26957254,70380167,44.103708
331,2788676,27047521,70644779,44.055292
332,2795938,27048900,70806686,44.349583
333,2803388,27105025,70983862,44.521292
334,2814360,27241640,71237999,45.610875
335,2825332,27331904,71536589,45.156584
336,2835371,27403841,71775070,45.404334
337,2836576,27275054,71803108,45.229709
338,2839907,27320139,71872633,44.746708
339,2844998,27388342,71994511,45.797666
340,2855013,27534441,72251340,45.232792
341,2865532,27624070,72496525,45.668042
342,2876810,27714287,72773968,46.025042
343,2882290,27658275,72906489,45.351959
344,2889556,27886111,73314595,45.66375
345,2902314,28128692,73598857,46.130208
346,2913286,28180758,73840341,46.467958
347,2920139,28154304,74015143,46.239041
348,2931111,28305238,74260921,46.621042
349,2937123,28268954,74406967,46.856875
350,2948095,28432354,74658398,47.098042
351,2955221,28396703,74874318,46.765417
352,2967809,28625940,75168736,47.40575
353,2972615,28523963,75272692,46.983333
354,2983358,28701877,75553050,47.458
355,2985698,28599646,75603068,47.381208
356,2995798,28789596,75839675,47.448834
357,3006770,28883181,76111008,48.711125
358,3013913,28870912,76281456,48.314792
359,3019737,28920159,76535476,47.56175
360,3022591,28950848,76595913,50.418292
361,3027118,29010215,76699648,49.071333
362,3034285,29098481,76868763,48.2305
363,3041749,29159070,77039893,48.891209
364,3054507,29336436,77359192,48.919667
365,3055649,29162513,77390974,48.06
366,3062682,29308399,77551813,48.749333
367,3064948,29235471,77618075,48.991292
368,3071063,29350345,77757010,48.770875
369,3082035,29506006,78082837,49.073459
370,3094793,29656601,78377969,48.197917
371,3099544,29549934,78497140,47.965417
372,3105894,29626537,78652552,49.010875
373,3116413,29771665,78929823,49.037125
374,3124072,29785638,79112988,48.813083
375,3131139,29817383,79296206,48.541333
376,3138795,29887770,79487903,49.25425
377,3145368,29911475,79654145,48.585833
378,3153320,30914123,80852931,49.987875
379,3158126,30967623,80955025,50.236125
380,3161050,30962292,81011165,50.297042
381,3172021,31142756,81253041,50.445084
382,3178567,31133127,81421447,50.476
383,3189539,31283572,81646420,51.183708
384,3194006,31217060,81741750,49.984541
385,3206944,31426726,82032007,50.692208
386,3210500,31310430,82112705,50.077041
387,3221472,31477023,82401690,51.304959
388,3229653,31553009,82589648,50.641584
389,3242362,31705737,82868433,50.969334
390,3253334,31753479,83138673,51.161459
391,3263373,31829614,83370824,51.471
392,3272441,31868605,83578159,51.521667
393,3276679,31819327,83678321,51.222167
394,3286828,32074653,84014960,52.350542
395,3290925,32017213,84101543,51.805625
396,3300460,32156876,84317606,51.684542
397,3311432,32260541,84588949,52.850833
398,3317317,32232652,84713854,52.808083
399,3328289,32386629,84974305,53.588
400,3334637,32365434,85119348,53.445833
401,3346934,32538945,85455425,53.299375
402,3347818,32409325,85473939,53.079708
403,3356175,32575766,85660916,55.415125
404,3364177,32615983,85852538,54.064875
405,3367551,32574754,85932560,53.859208
406,3378523,32768715,86208782,54.418333
407,3389495,32855940,86463316,54.73925
408,3399102,32891933,86697807,55.019833
409,3410126,33229347,87217300,55.202666
410,3411852,33098673,87249588,54.692708
411,3419553,33219149,87412179,56.533084
412,3432311,33385371,87695646,55.346042
413,3443144,33436051,87966958,56.109333
414,3455852,33563348,88245732,55.66675
415,3466824,33612433,88507153,55.368167
416,3469126,33492916,88560075,55.928875
417,3480098,33707571,88864261,56.149625
418,3481831,33613880,88906062,55.437625
419,3489758,33765545,89079614,56.473125
420,3500729,33870821,89341351,56.914083
421,3504855,33797594,89437766,56.421834
422,3516039,33993171,89722366,56.717875
423,3528797,34122076,90029646,57.629625
424,3539769,34167164,90422266,57.743417
425,3550580,34311093,90655423,57.236333
426,3563338,34437852,90951568,57.854833
427,3570935,34417047,91132220,57.158875
428,3576451,34409897,91283219,57.2045
429,3579138,34407358,91343010,57.175666
430,3590110,34615920,91610045,58.153125
431,3600249,34676424,91853364,58.104208
432,3611221,34796389,92167691,57.734958
433,3621032,34840619,92412226,59.090292
434,3626512,34814102,92538296,58.411667
435,3637484,34992550,92832996,58.626458
436,3643089,34941927,92959660,58.260833
437,3653608,35086051,93217351,59.016125
438,3661190,35083167,93414496,58.522667
439,3668211,35132392,93595001,58.915125
440,3681003,35769930,94387093,59.774208
441,3685364,35682099,94480415,59.231458
442,3700901,35948299,94830432,60.110666
443,3702341,35754245,94864195,59.933666
444,3709624,35879255,95046160,59.866
445,3712207,35851508,95108062,60.634583
446,3718861,35960788,95252722,59.152709
447,3726982,36021989,95448514,59.983417
448,3737501,36173625,95750642,60.70675
449,3748472,36263551,95993374,60.576625
450,3761230,36374692,96293107,60.801833
451,3771979,36410169,96566136,61.60175
452,3784737,36568732,96877192,61.74725
453,3785621,36377051,96893216,60.40375
454,3786042,36372034,96904348,60.476708
455,3792037,36502240,97043278,61.3415
456,3804745,36760572,97467313,61.926208
457,3815717,36833814,97710277,62.371542
458,3821448,36783676,97847778,61.7365
459,3827920,36847111,98001596,61.63425
460,3832011,36834866,98093169,62.245166
461,3834471,36822554,98180970,61.563292
462,3841658,36963053,98340328,61.875042
463,3849544,37027621,98524022,61.96175
464,3860516,37152238,98798831,62.249
465,3864652,37069953,98898103,61.4915
466,3877530,37316816,99255703,64.6915
467,3884536,37284652,99430040,65.0055
468,3892552,37362626,99623836,63.905875
469,3903116,37468617,99899770,62.311542
470,3914897,37591387,100183192,63.4325
471,3923937,37588779,100414777,65.460125
472,3926183,37498168,100476704,66.909167
473,3939121,37988581,101033444,63.518125
474,3949922,38030999,101285048,65.873042
475,3955184,37977979,101403536,64.263542
476,3966156,38151005,101689506,65.074125
477,3977128,38234999,101935292,64.256833
478,3988100,38305362,102205316,64.920583
479,3994050,38265474,102352944,65.382417
480,4001166,38325920,102577212,69.078834
481,4007522,38394164,102723272,68.411125
482,4018494,38556112,102991234,69.531333
483,4024342,38512556,103134270,66.269125
484,4034249,38633260,103395636,65.591667
485,4046314,38771575,103689031,66.548416
486,4053203,38728078,103865885,65.758334
487,4064175,38884720,104270618,66.873917
488,4079712,39166645,104642659,66.662917
489,4090169,39145710,104886422,68.496583
490,4091305,38991719,104914149,65.960375
491,4093882,39031428,104973646,66.146583
492,4106640,39279969,105309458,65.040042
493,4122177,39444390,105702769,65.81
494,4131059,39403502,105980756,66.824834
495,4142031,39555993,106245135,66.949041
496,4146877,39470513,106375651,65.445042
497,4157849,39663957,106651473,66.731666
498,4164857,39639005,106849865,66.65675
499,4173500,39744374,107065101,66.781583
500,4181081,39767991,107268369,66.511625
501,4191007,39885650,107531384,69.299125
502,4197039,43727535,111852158,70.766292
503,4208011,44122809,112062298,70.647541
